taxa,process_id_1,species_1,process_id_2,species_2,distance
Cephalopholis,MINDA449-23,Cephalopholis microprion,MINDA026-23,Cephalopholis miniata,18.624895
Cephalopholis,MINDA449-23,Cephalopholis microprion,MINDA035-23,Cephalopholis aitha,16.886852
Cephalopholis,MINDA449-23,Cephalopholis microprion,MINDA099-23,Cephalopholis cyanostigma,6.323184
Cephalopholis,MINDA449-23,Cephalopholis microprion,MINDA115-23,Cephalopholis spiloparaea,16.886852
Cephalopholis,MINDA449-23,Cephalopholis microprion,MINDA127-23,Cephalopholis polleni,16.009918
Cephalopholis,MINDA449-23,Cephalopholis microprion,MINDA255-23,Cephalopholis spiloparaea,16.670874
Cephalopholis,MINDA449-23,Cephalopholis microprion,MINDA256-23,Cephalopholis sexmaculata,17.08292
Cephalopholis,MINDA449-23,Cephalopholis microprion,MINDA257-23,Cephalopholis sexmaculata,17.518656
Cephalopholis,MINDA449-23,Cephalopholis microprion,MINDA321-23,Cephalopholis leopardus,17.25379
Cephalopholis,MINDA449-23,Cephalopholis microprion,MINDA392-23,Cephalopholis boenak,9.80314
Cephalopholis,MINDA449-23,Cephalopholis microprion,MINDA403-23,Cephalopholis sonnerati,15.394205
Cephalopholis,MINDA449-23,Cephalopholis microprion,MINDA410-23,Cephalopholis boenak,9.996562
Cephalopholis,MINDA449-23,Cephalopholis microprion,MINDA419-23,Cephalopholis cyanostigma,6.323184
Cephalopholis,MINDA449-23,Cephalopholis microprion,MINDA437-23,Cephalopholis leopardus,16.691336
Cephalopholis,MINDA466-23,Cephalopholis spiloparaea,MINDA026-23,Cephalopholis miniata,20.702694
Cephalopholis,MINDA466-23,Cephalopholis spiloparaea,MINDA035-23,Cephalopholis aitha,0
Cephalopholis,MINDA466-23,Cephalopholis spiloparaea,MINDA099-23,Cephalopholis cyanostigma,16.50962
Cephalopholis,MINDA466-23,Cephalopholis spiloparaea,MINDA127-23,Cephalopholis polleni,16.562847
Cephalopholis,MINDA466-23,Cephalopholis spiloparaea,MINDA207-23,Cephalopholis microprion,15.670185
Cephalopholis,MINDA466-23,Cephalopholis spiloparaea,MINDA256-23,Cephalopholis sexmaculata,19.187428
Cephalopholis,MINDA466-23,Cephalopholis spiloparaea,MINDA257-23,Cephalopholis sexmaculata,18.974663
Cephalopholis,MINDA466-23,Cephalopholis spiloparaea,MINDA321-23,Cephalopholis leopardus,16.37883
Cephalopholis,MINDA466-23,Cephalopholis spiloparaea,MINDA392-23,Cephalopholis boenak,16.597406
Cephalopholis,MINDA466-23,Cephalopholis spiloparaea,MINDA403-23,Cephalopholis sonnerati,17.924204
Cephalopholis,MINDA466-23,Cephalopholis spiloparaea,MINDA410-23,Cephalopholis boenak,16.798616
Cephalopholis,MINDA466-23,Cephalopholis spiloparaea,MINDA419-23,Cephalopholis cyanostigma,16.288063
Cephalopholis,MINDA466-23,Cephalopholis spiloparaea,MINDA437-23,Cephalopholis leopardus,15.32757
Cephalopholis,MINDA466-23,Cephalopholis spiloparaea,MINDA449-23,Cephalopholis microprion,16.886852
Hemigymnus,MINDA265-23,Hemigymnus melapterus,MINDA178-23,Hemigymnus fasciatus,9.970108
Hemigymnus,MINDA430-23,Hemigymnus fasciatus,MINDA265-23,Hemigymnus melapterus,10.007792
Naso,MINDA077-23,Naso minor,MINDA076-23,Naso brevirostris,11.770175
Naso,MINDA120-23,Naso vlamingii,MINDA076-23,Naso brevirostris,3.3606987
Naso,MINDA120-23,Naso vlamingii,MINDA077-23,Naso minor,10.499687
Naso,MINDA146-23,Naso lituratus,MINDA076-23,Naso brevirostris,8.651827
Naso,MINDA146-23,Naso lituratus,MINDA077-23,Naso minor,11.5723505
Naso,MINDA146-23,Naso lituratus,MINDA120-23,Naso vlamingii,8.82696
Naso,MINDA199-23,Naso hexacanthus,MINDA076-23,Naso brevirostris,6.6468716
Naso,MINDA199-23,Naso hexacanthus,MINDA077-23,Naso minor,12.123952
Naso,MINDA199-23,Naso hexacanthus,MINDA120-23,Naso vlamingii,7.510315
Naso,MINDA199-23,Naso hexacanthus,MINDA146-23,Naso lituratus,9.627591
Naso,MINDA222-23,Naso unicornis,MINDA076-23,Naso brevirostris,8.791078
Naso,MINDA222-23,Naso unicornis,MINDA077-23,Naso minor,12.053264
Naso,MINDA222-23,Naso unicornis,MINDA120-23,Naso vlamingii,7.4328394
Naso,MINDA222-23,Naso unicornis,MINDA146-23,Naso lituratus,7.423262
Naso,MINDA222-23,Naso unicornis,MINDA199-23,Naso hexacanthus,10.322582
Naso,MINDA418-23,Naso thynnoides,MINDA076-23,Naso brevirostris,11.633892
Naso,MINDA418-23,Naso thynnoides,MINDA077-23,Naso minor,11.969471
Naso,MINDA418-23,Naso thynnoides,MINDA120-23,Naso vlamingii,12.836435
Naso,MINDA418-23,Naso thynnoides,MINDA146-23,Naso lituratus,14.043757
Naso,MINDA418-23,Naso thynnoides,MINDA199-23,Naso hexacanthus,14.064881
Naso,MINDA418-23,Naso thynnoides,MINDA222-23,Naso unicornis,12.950338
Naso,MINDA429-23,Naso hexacanthus,MINDA076-23,Naso brevirostris,6.0433645
Naso,MINDA429-23,Naso hexacanthus,MINDA077-23,Naso minor,11.589697
Naso,MINDA429-23,Naso hexacanthus,MINDA120-23,Naso vlamingii,6.8951726
Naso,MINDA429-23,Naso hexacanthus,MINDA146-23,Naso lituratus,8.785485
Naso,MINDA429-23,Naso hexacanthus,MINDA222-23,Naso unicornis,9.824152
Naso,MINDA429-23,Naso hexacanthus,MINDA418-23,Naso thynnoides,13.854797
Abudefduf,MINDA371-23,Abudefduf septemfasciatus,MINDA214-23,Abudefduf vaigiensis,4.029059
Abudefduf,MINDA371-23,Abudefduf septemfasciatus,MINDA215-23,Abudefduf vaigiensis,4.029059
Abudefduf,MINDA472-23,Abudefduf vaigiensis,MINDA371-23,Abudefduf septemfasciatus,4.178779
Caranx,MINDA354-23,Caranx melampygus,MINDA144-23,Caranx sexfasciatus,6.2012396
Caranx,MINDA355-23,Caranx melampygus,MINDA144-23,Caranx sexfasciatus,7.6449842
Caranx,MINDA356-23,Caranx melampygus,MINDA144-23,Caranx sexfasciatus,6.5290394
Caranx,MINDA357-23,Caranx melampygus,MINDA144-23,Caranx sexfasciatus,6.0735173
Saurida,MINDA416-23,Saurida micropectoralis,MINDA394-23,Saurida gracilis,21.55179
Saurida,MINDA486-23,Saurida gracilis,MINDA416-23,Saurida micropectoralis,21.45183
Acanthurus,MINDA288-23,Acanthurus pyroferus,MINDA145-23,Acanthurus olivaceus,10.499687
Acanthurus,MINDA369-23,Acanthurus mata,MINDA145-23,Acanthurus olivaceus,10.004982
Acanthurus,MINDA369-23,Acanthurus mata,MINDA288-23,Acanthurus pyroferus,10.778501
Acanthurus,MINDA386-23,Acanthurus auranticavus,MINDA145-23,Acanthurus olivaceus,8.096099
Acanthurus,MINDA386-23,Acanthurus auranticavus,MINDA288-23,Acanthurus pyroferus,9.558979
Acanthurus,MINDA386-23,Acanthurus auranticavus,MINDA369-23,Acanthurus mata,8.702432
Acanthurus,MINDA425-23,Acanthurus pyroferus,MINDA145-23,Acanthurus olivaceus,10.330761
Acanthurus,MINDA425-23,Acanthurus pyroferus,MINDA369-23,Acanthurus mata,10.948408
Acanthurus,MINDA425-23,Acanthurus pyroferus,MINDA386-23,Acanthurus auranticavus,9.775464
Acanthurus,MINDA447-23,Acanthurus nigricauda,MINDA145-23,Acanthurus olivaceus,9.274466
Acanthurus,MINDA447-23,Acanthurus nigricauda,MINDA288-23,Acanthurus pyroferus,9.694904
Acanthurus,MINDA447-23,Acanthurus nigricauda,MINDA369-23,Acanthurus mata,9.154356
Acanthurus,MINDA447-23,Acanthurus nigricauda,MINDA386-23,Acanthurus auranticavus,5.415033
Acanthurus,MINDA447-23,Acanthurus nigricauda,MINDA425-23,Acanthurus pyroferus,9.862724
Plectropomus,MINDA036-23,Plectropomus areolatus,MINDA033-23,Plectropomus leopardus,8.377152
Plectropomus,MINDA037-23,Plectropomus maculatus,MINDA033-23,Plectropomus leopardus,4.4029584
Plectropomus,MINDA037-23,Plectropomus maculatus,MINDA036-23,Plectropomus areolatus,9.140525
Plectropomus,MINDA046-23,Plectropomus laevis,MINDA033-23,Plectropomus leopardus,8.453153
Plectropomus,MINDA046-23,Plectropomus laevis,MINDA036-23,Plectropomus areolatus,11.642686
Plectropomus,MINDA046-23,Plectropomus laevis,MINDA037-23,Plectropomus maculatus,10.037703
Plectropomus,MINDA483-23,Plectropomus oligacanthus,MINDA033-23,Plectropomus leopardus,9.643972
Plectropomus,MINDA483-23,Plectropomus oligacanthus,MINDA036-23,Plectropomus areolatus,10.917656
Plectropomus,MINDA483-23,Plectropomus oligacanthus,MINDA037-23,Plectropomus maculatus,11.291625
Plectropomus,MINDA483-23,Plectropomus oligacanthus,MINDA046-23,Plectropomus laevis,4.195008
Plectorhinchus,MINDA110-23,Plectorhinchus chaetodonoides,MINDA020-23,Plectorhinchus vittatus,8.943949
Plectorhinchus,MINDA110-23,Plectorhinchus chaetodonoides,MINDA021-23,Plectorhinchus vittatus,8.82068
Plectorhinchus,MINDA190-23,Plectorhinchus gibbosus,MINDA020-23,Plectorhinchus vittatus,11.433809
Plectorhinchus,MINDA190-23,Plectorhinchus gibbosus,MINDA021-23,Plectorhinchus vittatus,11.452445
Plectorhinchus,MINDA190-23,Plectorhinchus gibbosus,MINDA110-23,Plectorhinchus chaetodonoides,11.448278
Plectorhinchus,MINDA191-23,Plectorhinchus gibbosus,MINDA020-23,Plectorhinchus vittatus,11.248281
Plectorhinchus,MINDA191-23,Plectorhinchus gibbosus,MINDA021-23,Plectorhinchus vittatus,11.255207
Plectorhinchus,MINDA191-23,Plectorhinchus gibbosus,MINDA110-23,Plectorhinchus chaetodonoides,11.632101
Plectorhinchus,MINDA276-23,Plectorhinchus polytaenia,MINDA020-23,Plectorhinchus vittatus,6.3519015
Plectorhinchus,MINDA276-23,Plectorhinchus polytaenia,MINDA021-23,Plectorhinchus vittatus,6.602201
Plectorhinchus,MINDA276-23,Plectorhinchus polytaenia,MINDA110-23,Plectorhinchus chaetodonoides,8.954404
Plectorhinchus,MINDA276-23,Plectorhinchus polytaenia,MINDA190-23,Plectorhinchus gibbosus,10.499687
Plectorhinchus,MINDA276-23,Plectorhinchus polytaenia,MINDA191-23,Plectorhinchus gibbosus,10.679219
Plectorhinchus,MINDA277-23,Plectorhinchus polytaenia,MINDA020-23,Plectorhinchus vittatus,6.5129147
Plectorhinchus,MINDA277-23,Plectorhinchus polytaenia,MINDA021-23,Plectorhinchus vittatus,6.602201
Plectorhinchus,MINDA277-23,Plectorhinchus polytaenia,MINDA110-23,Plectorhinchus chaetodonoides,9.118111
Plectorhinchus,MINDA277-23,Plectorhinchus polytaenia,MINDA190-23,Plectorhinchus gibbosus,10.666532
Plectorhinchus,MINDA277-23,Plectorhinchus polytaenia,MINDA191-23,Plectorhinchus gibbosus,10.846386
Plectorhinchus,MINDA278-23,Plectorhinchus vittatus,MINDA110-23,Plectorhinchus chaetodonoides,10.372938
Plectorhinchus,MINDA278-23,Plectorhinchus vittatus,MINDA190-23,Plectorhinchus gibbosus,11.616556
Plectorhinchus,MINDA278-23,Plectorhinchus vittatus,MINDA191-23,Plectorhinchus gibbosus,11.80072
Plectorhinchus,MINDA278-23,Plectorhinchus vittatus,MINDA276-23,Plectorhinchus polytaenia,9.469604
Plectorhinchus,MINDA278-23,Plectorhinchus vittatus,MINDA277-23,Plectorhinchus polytaenia,9.6343155
Plectorhinchus,MINDA289-23,Plectorhinchus vittatus,MINDA110-23,Plectorhinchus chaetodonoides,8.639795
Plectorhinchus,MINDA289-23,Plectorhinchus vittatus,MINDA190-23,Plectorhinchus gibbosus,11.082648
Plectorhinchus,MINDA289-23,Plectorhinchus vittatus,MINDA191-23,Plectorhinchus gibbosus,11.26513
Plectorhinchus,MINDA289-23,Plectorhinchus vittatus,MINDA276-23,Plectorhinchus polytaenia,6.095904
Plectorhinchus,MINDA289-23,Plectorhinchus vittatus,MINDA277-23,Plectorhinchus polytaenia,6.25433
Ctenochaetus,MINDA271-23,Ctenochaetus binotatus,MINDA229-23,Ctenochaetus striatus,9.107071
Ctenochaetus,MINDA370-23,Ctenochaetus tominiensis,MINDA229-23,Ctenochaetus striatus,9.202245
Ctenochaetus,MINDA370-23,Ctenochaetus tominiensis,MINDA271-23,Ctenochaetus binotatus,6.905009
Ctenochaetus,MINDA423-23,Ctenochaetus tominiensis,MINDA229-23,Ctenochaetus striatus,9.321201
Ctenochaetus,MINDA423-23,Ctenochaetus tominiensis,MINDA271-23,Ctenochaetus binotatus,6.860876
Ctenochaetus,MINDA424-23,Ctenochaetus striatus,MINDA271-23,Ctenochaetus binotatus,9.285549
Ctenochaetus,MINDA424-23,Ctenochaetus striatus,MINDA370-23,Ctenochaetus tominiensis,9.247949
Ctenochaetus,MINDA424-23,Ctenochaetus striatus,MINDA423-23,Ctenochaetus tominiensis,9.321201
Caesio,MINDA448-23,Caesio caerulaurea,MINDA233-23,Caesio cuning,9.917493
Caesio,MINDA485-23,Caesio lunaris,MINDA233-23,Caesio cuning,9.812106
Caesio,MINDA485-23,Caesio lunaris,MINDA448-23,Caesio caerulaurea,11.023892
Scolopsis,MINDA086-23,Scolopsis affinis,MINDA085-23,Scolopsis taenioptera,13.280685
Scolopsis,MINDA210-23,Scolopsis margaritifera,MINDA085-23,Scolopsis taenioptera,17.85495
Scolopsis,MINDA210-23,Scolopsis margaritifera,MINDA086-23,Scolopsis affinis,16.493341
Scolopsis,MINDA211-23,Scolopsis margaritifera,MINDA085-23,Scolopsis taenioptera,17.65293
Scolopsis,MINDA211-23,Scolopsis margaritifera,MINDA086-23,Scolopsis affinis,16.296104
Scolopsis,MINDA230-23,Scolopsis margaritifera,MINDA085-23,Scolopsis taenioptera,18.24069
Scolopsis,MINDA230-23,Scolopsis margaritifera,MINDA086-23,Scolopsis affinis,16.871315
Scolopsis,MINDA264-23,Scolopsis affinis,MINDA085-23,Scolopsis taenioptera,12.510925
Scolopsis,MINDA264-23,Scolopsis affinis,MINDA210-23,Scolopsis margaritifera,17.67293
Scolopsis,MINDA264-23,Scolopsis affinis,MINDA211-23,Scolopsis margaritifera,17.47132
Scolopsis,MINDA264-23,Scolopsis affinis,MINDA230-23,Scolopsis margaritifera,18.057793
Scolopsis,MINDA340-23,Scolopsis lineata,MINDA085-23,Scolopsis taenioptera,18.792225
Scolopsis,MINDA340-23,Scolopsis lineata,MINDA086-23,Scolopsis affinis,19.575531
Scolopsis,MINDA340-23,Scolopsis lineata,MINDA210-23,Scolopsis margaritifera,18.078615
Scolopsis,MINDA340-23,Scolopsis lineata,MINDA211-23,Scolopsis margaritifera,17.875364
Scolopsis,MINDA340-23,Scolopsis lineata,MINDA230-23,Scolopsis margaritifera,18.465958
Scolopsis,MINDA340-23,Scolopsis lineata,MINDA264-23,Scolopsis affinis,21.39299
Scolopsis,MINDA341-23,Scolopsis lineata,MINDA085-23,Scolopsis taenioptera,18.057793
Scolopsis,MINDA341-23,Scolopsis lineata,MINDA086-23,Scolopsis affinis,18.833897
Scolopsis,MINDA341-23,Scolopsis lineata,MINDA210-23,Scolopsis margaritifera,17.150288
Scolopsis,MINDA341-23,Scolopsis lineata,MINDA211-23,Scolopsis margaritifera,16.94948
Scolopsis,MINDA341-23,Scolopsis lineata,MINDA230-23,Scolopsis margaritifera,17.532885
Scolopsis,MINDA341-23,Scolopsis lineata,MINDA264-23,Scolopsis affinis,21.230917
Scolopsis,MINDA342-23,Scolopsis affinis,MINDA085-23,Scolopsis taenioptera,11.770175
Scolopsis,MINDA342-23,Scolopsis affinis,MINDA210-23,Scolopsis margaritifera,16.710281
Scolopsis,MINDA342-23,Scolopsis affinis,MINDA211-23,Scolopsis margaritifera,16.51187
Scolopsis,MINDA342-23,Scolopsis affinis,MINDA230-23,Scolopsis margaritifera,17.089773
Scolopsis,MINDA342-23,Scolopsis affinis,MINDA340-23,Scolopsis lineata,21.124155
Scolopsis,MINDA342-23,Scolopsis affinis,MINDA341-23,Scolopsis lineata,20.370682
Scolopsis,MINDA343-23,Scolopsis affinis,MINDA085-23,Scolopsis taenioptera,13.0912895
Scolopsis,MINDA343-23,Scolopsis affinis,MINDA210-23,Scolopsis margaritifera,16.296104
Scolopsis,MINDA343-23,Scolopsis affinis,MINDA211-23,Scolopsis margaritifera,16.099638
Scolopsis,MINDA343-23,Scolopsis affinis,MINDA230-23,Scolopsis margaritifera,16.672901
Scolopsis,MINDA343-23,Scolopsis affinis,MINDA340-23,Scolopsis lineata,19.368492
Scolopsis,MINDA343-23,Scolopsis affinis,MINDA341-23,Scolopsis lineata,18.62856
Scolopsis,MINDA344-23,Scolopsis bilineata,MINDA085-23,Scolopsis taenioptera,19.195223
Scolopsis,MINDA344-23,Scolopsis bilineata,MINDA086-23,Scolopsis affinis,19.880165
Scolopsis,MINDA344-23,Scolopsis bilineata,MINDA210-23,Scolopsis margaritifera,19.14255
Scolopsis,MINDA344-23,Scolopsis bilineata,MINDA211-23,Scolopsis margaritifera,18.913715
Scolopsis,MINDA344-23,Scolopsis bilineata,MINDA230-23,Scolopsis margaritifera,19.345388
Scolopsis,MINDA344-23,Scolopsis bilineata,MINDA264-23,Scolopsis affinis,20.36828
Scolopsis,MINDA344-23,Scolopsis bilineata,MINDA340-23,Scolopsis lineata,18.31788
Scolopsis,MINDA344-23,Scolopsis bilineata,MINDA341-23,Scolopsis lineata,18.296322
Scolopsis,MINDA344-23,Scolopsis bilineata,MINDA342-23,Scolopsis affinis,20.36828
Scolopsis,MINDA344-23,Scolopsis bilineata,MINDA343-23,Scolopsis affinis,19.880165
Scolopsis,MINDA345-23,Scolopsis ciliata,MINDA085-23,Scolopsis taenioptera,18.607904
Scolopsis,MINDA345-23,Scolopsis ciliata,MINDA086-23,Scolopsis affinis,16.278418
Scolopsis,MINDA345-23,Scolopsis ciliata,MINDA210-23,Scolopsis margaritifera,13.667992
Scolopsis,MINDA345-23,Scolopsis ciliata,MINDA211-23,Scolopsis margaritifera,13.480377
Scolopsis,MINDA345-23,Scolopsis ciliata,MINDA230-23,Scolopsis margaritifera,14.030364
Scolopsis,MINDA345-23,Scolopsis ciliata,MINDA264-23,Scolopsis affinis,18.220392
Scolopsis,MINDA345-23,Scolopsis ciliata,MINDA340-23,Scolopsis lineata,14.500477
Scolopsis,MINDA345-23,Scolopsis ciliata,MINDA341-23,Scolopsis lineata,13.800383
Scolopsis,MINDA345-23,Scolopsis ciliata,MINDA342-23,Scolopsis affinis,17.413927
Scolopsis,MINDA345-23,Scolopsis ciliata,MINDA343-23,Scolopsis affinis,16.08234
Scolopsis,MINDA345-23,Scolopsis ciliata,MINDA344-23,Scolopsis bilineata,17.25401
Scolopsis,MINDA455-23,Scolopsis lineata,MINDA085-23,Scolopsis taenioptera,18.230204
Scolopsis,MINDA455-23,Scolopsis lineata,MINDA086-23,Scolopsis affinis,19.02236
Scolopsis,MINDA455-23,Scolopsis lineata,MINDA210-23,Scolopsis margaritifera,17.30436
Scolopsis,MINDA455-23,Scolopsis lineata,MINDA211-23,Scolopsis margaritifera,17.099443
Scolopsis,MINDA455-23,Scolopsis lineata,MINDA230-23,Scolopsis margaritifera,17.694752
Scolopsis,MINDA455-23,Scolopsis lineata,MINDA264-23,Scolopsis affinis,21.057808
Scolopsis,MINDA455-23,Scolopsis lineata,MINDA342-23,Scolopsis affinis,20.810732
Scolopsis,MINDA455-23,Scolopsis lineata,MINDA343-23,Scolopsis affinis,18.812714
Scolopsis,MINDA455-23,Scolopsis lineata,MINDA344-23,Scolopsis bilineata,18.296322
Scolopsis,MINDA455-23,Scolopsis lineata,MINDA345-23,Scolopsis ciliata,13.888082
Scolopsis,MINDA476-23,Scolopsis ciliata,MINDA085-23,Scolopsis taenioptera,18.919306
Scolopsis,MINDA476-23,Scolopsis ciliata,MINDA086-23,Scolopsis affinis,16.853956
Scolopsis,MINDA476-23,Scolopsis ciliata,MINDA210-23,Scolopsis margaritifera,13.85519
Scolopsis,MINDA476-23,Scolopsis ciliata,MINDA211-23,Scolopsis margaritifera,13.655196
Scolopsis,MINDA476-23,Scolopsis ciliata,MINDA230-23,Scolopsis margaritifera,14.241883
Scolopsis,MINDA476-23,Scolopsis ciliata,MINDA264-23,Scolopsis affinis,18.093712
Scolopsis,MINDA476-23,Scolopsis ciliata,MINDA340-23,Scolopsis lineata,14.370674
Scolopsis,MINDA476-23,Scolopsis ciliata,MINDA341-23,Scolopsis lineata,14.197658
Scolopsis,MINDA476-23,Scolopsis ciliata,MINDA342-23,Scolopsis affinis,17.858734
Scolopsis,MINDA476-23,Scolopsis ciliata,MINDA343-23,Scolopsis affinis,16.643433
Scolopsis,MINDA476-23,Scolopsis ciliata,MINDA344-23,Scolopsis bilineata,17.174824
Scolopsis,MINDA476-23,Scolopsis ciliata,MINDA455-23,Scolopsis lineata,14.197658
Monotaxis,MINDA428-23,Monotaxis grandoculis,MINDA170-23,Monotaxis heterodon,8.17912
Neoniphon,MINDA331-23,Neoniphon sammara,MINDA291-23,Neoniphon aurolineatus,14.988754
Pseudobalistes,MINDA498-23,Pseudobalistes fuscus,MINDA387-23,Pseudobalistes flavimarginatus,17.749054
Parascolopsis,MINDA147-23,Parascolopsis melanophrys,MINDA124-23,Parascolopsis eriomma,13.494733
Parascolopsis,MINDA396-23,Parascolopsis inermis,MINDA124-23,Parascolopsis eriomma,9.755809
Parascolopsis,MINDA396-23,Parascolopsis inermis,MINDA147-23,Parascolopsis melanophrys,8.385431
Nemipterus,MINDA133-23,Nemipterus furcosus,MINDA087-23,Nemipterus peronii,10.154668
Nemipterus,MINDA133-23,Nemipterus furcosus,MINDA088-23,Nemipterus peronii,9.3202715
Nemipterus,MINDA142-23,Nemipterus balinensoides,MINDA087-23,Nemipterus peronii,18.83016
Nemipterus,MINDA142-23,Nemipterus balinensoides,MINDA088-23,Nemipterus peronii,18.710781
Nemipterus,MINDA142-23,Nemipterus balinensoides,MINDA133-23,Nemipterus furcosus,17.360722
Nemipterus,MINDA218-23,Nemipterus zysron,MINDA087-23,Nemipterus peronii,17.196518
Nemipterus,MINDA218-23,Nemipterus zysron,MINDA088-23,Nemipterus peronii,17.280783
Nemipterus,MINDA218-23,Nemipterus zysron,MINDA133-23,Nemipterus furcosus,17.757584
Nemipterus,MINDA218-23,Nemipterus zysron,MINDA142-23,Nemipterus balinensoides,18.772108
Nemipterus,MINDA219-23,Nemipterus peronii,MINDA133-23,Nemipterus furcosus,9.469604
Nemipterus,MINDA219-23,Nemipterus peronii,MINDA142-23,Nemipterus balinensoides,18.696453
Nemipterus,MINDA219-23,Nemipterus peronii,MINDA218-23,Nemipterus zysron,17.070515
Nemipterus,MINDA296-23,Nemipterus bathybius,MINDA087-23,Nemipterus peronii,19.235844
Nemipterus,MINDA296-23,Nemipterus bathybius,MINDA088-23,Nemipterus peronii,19.323034
Nemipterus,MINDA296-23,Nemipterus bathybius,MINDA133-23,Nemipterus furcosus,17.162313
Nemipterus,MINDA296-23,Nemipterus bathybius,MINDA142-23,Nemipterus balinensoides,15.054485
Nemipterus,MINDA296-23,Nemipterus bathybius,MINDA218-23,Nemipterus zysron,19.970493
Nemipterus,MINDA296-23,Nemipterus bathybius,MINDA219-23,Nemipterus peronii,19.103786
Nemipterus,MINDA398-23,Nemipterus nematopus,MINDA087-23,Nemipterus peronii,19.90832
Nemipterus,MINDA398-23,Nemipterus nematopus,MINDA088-23,Nemipterus peronii,20.005283
Nemipterus,MINDA398-23,Nemipterus nematopus,MINDA133-23,Nemipterus furcosus,18.384056
Nemipterus,MINDA398-23,Nemipterus nematopus,MINDA142-23,Nemipterus balinensoides,15.425462
Nemipterus,MINDA398-23,Nemipterus nematopus,MINDA218-23,Nemipterus zysron,18.143946
Nemipterus,MINDA398-23,Nemipterus nematopus,MINDA219-23,Nemipterus peronii,19.783436
Nemipterus,MINDA398-23,Nemipterus nematopus,MINDA296-23,Nemipterus bathybius,9.862768
Nemipterus,MINDA399-23,Nemipterus hexodon,MINDA087-23,Nemipterus peronii,20.245596
Nemipterus,MINDA399-23,Nemipterus hexodon,MINDA088-23,Nemipterus peronii,20.54938
Nemipterus,MINDA399-23,Nemipterus hexodon,MINDA133-23,Nemipterus furcosus,16.98116
Nemipterus,MINDA399-23,Nemipterus hexodon,MINDA142-23,Nemipterus balinensoides,14.528954
Nemipterus,MINDA399-23,Nemipterus hexodon,MINDA218-23,Nemipterus zysron,19.410791
Nemipterus,MINDA399-23,Nemipterus hexodon,MINDA219-23,Nemipterus peronii,20.7027
Nemipterus,MINDA399-23,Nemipterus hexodon,MINDA296-23,Nemipterus bathybius,12.264418
Nemipterus,MINDA399-23,Nemipterus hexodon,MINDA398-23,Nemipterus nematopus,13.179766
Nemipterus,MINDA445-23,Nemipterus zysron,MINDA087-23,Nemipterus peronii,17.554375
Nemipterus,MINDA445-23,Nemipterus zysron,MINDA088-23,Nemipterus peronii,17.61164
Nemipterus,MINDA445-23,Nemipterus zysron,MINDA133-23,Nemipterus furcosus,17.924204
Nemipterus,MINDA445-23,Nemipterus zysron,MINDA142-23,Nemipterus balinensoides,19.168262
Nemipterus,MINDA445-23,Nemipterus zysron,MINDA219-23,Nemipterus peronii,17.42678
Nemipterus,MINDA445-23,Nemipterus zysron,MINDA296-23,Nemipterus bathybius,20.182585
Nemipterus,MINDA445-23,Nemipterus zysron,MINDA398-23,Nemipterus nematopus,18.524017
Nemipterus,MINDA445-23,Nemipterus zysron,MINDA399-23,Nemipterus hexodon,19.823563
Nemipterus,MINDA479-23,Nemipterus bathybius,MINDA087-23,Nemipterus peronii,19.414862
Nemipterus,MINDA479-23,Nemipterus bathybius,MINDA088-23,Nemipterus peronii,19.468412
Nemipterus,MINDA479-23,Nemipterus bathybius,MINDA133-23,Nemipterus furcosus,17.50149
Nemipterus,MINDA479-23,Nemipterus bathybius,MINDA142-23,Nemipterus balinensoides,15.544842
Nemipterus,MINDA479-23,Nemipterus bathybius,MINDA218-23,Nemipterus zysron,20.160835
Nemipterus,MINDA479-23,Nemipterus bathybius,MINDA219-23,Nemipterus peronii,19.278522
Nemipterus,MINDA479-23,Nemipterus bathybius,MINDA398-23,Nemipterus nematopus,9.862724
Nemipterus,MINDA479-23,Nemipterus bathybius,MINDA399-23,Nemipterus hexodon,12.685037
Nemipterus,MINDA479-23,Nemipterus bathybius,MINDA445-23,Nemipterus zysron,20.160835
Nemipterus,MINDA480-23,Nemipterus nematophorus,MINDA087-23,Nemipterus peronii,18.970213
Nemipterus,MINDA480-23,Nemipterus nematophorus,MINDA088-23,Nemipterus peronii,18.607435
Nemipterus,MINDA480-23,Nemipterus nematophorus,MINDA133-23,Nemipterus furcosus,17.067064
Nemipterus,MINDA480-23,Nemipterus nematophorus,MINDA142-23,Nemipterus balinensoides,14.915861
Nemipterus,MINDA480-23,Nemipterus nematophorus,MINDA218-23,Nemipterus zysron,18.247559
Nemipterus,MINDA480-23,Nemipterus nematophorus,MINDA219-23,Nemipterus peronii,18.419085
Nemipterus,MINDA480-23,Nemipterus nematophorus,MINDA296-23,Nemipterus bathybius,8.90918
Nemipterus,MINDA480-23,Nemipterus nematophorus,MINDA398-23,Nemipterus nematopus,10.87821
Nemipterus,MINDA480-23,Nemipterus nematophorus,MINDA399-23,Nemipterus hexodon,13.576415
Nemipterus,MINDA480-23,Nemipterus nematophorus,MINDA445-23,Nemipterus zysron,18.247559
Nemipterus,MINDA480-23,Nemipterus nematophorus,MINDA479-23,Nemipterus bathybius,8.56649
Scarus,MINDA151-23,Scarus forsteni,MINDA121-23,Scarus tricolor,3.2029722
Scarus,MINDA160-23,Scarus chameleon,MINDA121-23,Scarus tricolor,11.29607
